CLIENT_CODE,FILE_NBR,SUBMISSION_NUMBER,LINE_NUMBER,AMOUNT
23,100258,1.00258010120191e+35,9,121200924
23,100258,1.00258010120191e+35,10,26533879
23,100258,1.00258010120191e+35,11,123249359
23,100258,1.00258010120191e+35,12,355192952
23,100258,1.00258010120191e+35,13,55220330
23,100258,1.00258010120191e+35,14,6594930
23,100258,1.00258010120191e+35,15,349685
23,100258,1.00258010120191e+35,16,6245245
23,100258,1.00258010120191e+35,17,61465575
23,100258,1.00258010120191e+35,18,-15369000
23,100258,1.00258010120191e+35,19,
23,100258,1.00258010120191e+35,21,
23,100258,1.00258010120191e+35,24,0
23,100258,1.00258010120191e+35,25,46096575
23,100259,1.00259010120191e+35,1,550921913
23,100259,1.00259010120191e+35,2,324347306
23,100259,1.00259010120191e+35,3,875269219
23,100259,1.00259010120191e+35,4,804718890
23,100259,1.00259010120191e+35,5,70550329
23,100259,1.00259010120191e+35,6,332691
23,100259,1.00259010120191e+35,7,70883020
23,100259,1.00259010120191e+35,8,18566322
23,100259,1.00259010120191e+35,9,18607747
23,100259,1.00259010120191e+35,10,6261392
23,100259,1.00259010120191e+35,11,30475779
23,100259,1.00259010120191e+35,12,73911240
23,100259,1.00259010120191e+35,13,-3028220
23,100259,1.00259010120191e+35,14,38485
23,100259,1.00259010120191e+35,15,581
23,100259,1.00259010120191e+35,16,37904
23,100259,1.00259010120191e+35,17,-2990316
23,100259,1.00259010120191e+35,18,176162
23,100259,1.00259010120191e+35,19,
23,100259,1.00259010120191e+35,21,
23,100259,1.00259010120191e+35,24,0
23,100259,1.00259010120191e+35,25,-2814154
23,100260,1.00260010120191e+35,1,1322430233
23,100260,1.00260010120191e+35,2,654602697
23,100260,1.00260010120191e+35,3,1977032930
23,100260,1.00260010120191e+35,4,1762035337
23,100260,1.00260010120191e+35,5,214997593
23,100260,1.00260010120191e+35,6,10536231
23,100260,1.00260010120191e+35,7,225533824
23,100260,1.00260010120191e+35,8,41294113
23,100260,1.00260010120191e+35,9,43062961
23,100260,1.00260010120191e+35,10,14732303
23,100260,1.00260010120191e+35,11,75738215
23,100260,1.00260010120191e+35,12,174827592
23,100260,1.00260010120191e+35,13,50706232
23,100260,1.00260010120191e+35,14,38089421
23,100260,1.00260010120191e+35,15,921675
23,100260,1.00260010120191e+35,16,37167746
23,100260,1.00260010120191e+35,17,87873978
23,100260,1.00260010120191e+35,18,-21848101
23,100260,1.00260010120191e+35,19,
23,100260,1.00260010120191e+35,21,
23,100260,1.00260010120191e+35,24,0
23,100260,1.00260010120191e+35,25,66025877
23,100264,1.00264010120191e+35,1,2274992648
23,100264,1.00264010120191e+35,2,1012615995
23,100264,1.00264010120191e+35,3,3287608643
23,100264,1.00264010120191e+35,4,3041000680
23,100264,1.00264010120191e+35,5,246607963
23,100264,1.00264010120191e+35,6,30640907
23,100264,1.00264010120191e+35,7,277248870
23,100264,1.00264010120191e+35,8,57286735
23,100264,1.00264010120191e+35,9,56699037
23,100264,1.00264010120191e+35,10,21851681
23,100264,1.00264010120191e+35,11,85470696
23,100264,1.00264010120191e+35,12,221308149
23,100264,1.00264010120191e+35,13,55940721
23,100264,1.00264010120191e+35,14,26416159
23,100264,1.00264010120191e+35,15,874423
23,100264,1.00264010120191e+35,16,25541736
23,100264,1.00264010120191e+35,17,81482457
23,100264,1.00264010120191e+35,18,-20703504
23,100264,1.00264010120191e+35,19,
23,100264,1.00264010120191e+35,21,
23,100264,1.00264010120191e+35,24,0
23,100264,1.00264010120191e+35,25,60778953
23,100282,1.00282010120191e+35,1,27835579
23,100282,1.00282010120191e+35,2,81799791
23,100282,1.00282010120191e+35,3,109635370
23,100282,1.00282010120191e+35,4,84350269
23,100282,1.00282010120191e+35,5,25285101
23,100282,1.00282010120191e+35,6,310516
23,100282,1.00282010120191e+35,7,25595617
23,100282,1.00282010120191e+35,8,4967148
23,100282,1.00282010120191e+35,9,5244220
23,100282,1.00282010120191e+35,10,2920908
23,100282,1.00282010120191e+35,11,7801222
23,100282,1.00282010120191e+35,12,20933498
23,100282,1.00282010120191e+35,13,4662119
23,100282,1.00282010120191e+35,14,3734718
23,100282,1.00282010120191e+35,15,3399357
23,100282,1.00282010120191e+35,16,335361
23,100282,1.00282010120191e+35,17,4997480
23,100282,1.00282010120191e+35,18,
23,100282,1.00282010120191e+35,19,
23,100282,1.00282010120191e+35,21,
23,100282,1.00282010120191e+35,24,0
23,100282,1.00282010120191e+35,25,4997480
23,103004,1.03004100120181e+35,1,37301987
23,103004,1.03004100120181e+35,2,2352496
23,103004,1.03004100120181e+35,3,39654483
23,103004,1.03004100120181e+35,4,15810391
23,103004,1.03004100120181e+35,5,23844092
23,103004,1.03004100120181e+35,6,28602
23,103004,1.03004100120181e+35,7,23872694
23,103004,1.03004100120181e+35,8,5746665
23,103004,1.03004100120181e+35,9,4564970
23,103004,1.03004100120181e+35,10,3219126
23,103004,1.03004100120181e+35,11,4568190
23,103004,1.03004100120181e+35,12,18098951
23,103004,1.03004100120181e+35,13,5773743
23,103004,1.03004100120181e+35,14,666389
23,103004,1.03004100120181e+35,15,586387
23,103004,1.03004100120181e+35,16,80002
23,103004,1.03004100120181e+35,17,5853745
23,103004,1.03004100120181e+35,18,
23,103004,1.03004100120181e+35,19,
23,103004,1.03004100120181e+35,21,
23,103004,1.03004100120181e+35,24,0
23,103004,1.03004100120181e+35,25,5853745
23,103027,1.03027100120181e+35,1,12928612
23,103027,1.03027100120181e+35,2,567436
23,103027,1.03027100120181e+35,3,13496048
23,103027,1.03027100120181e+35,4,6123060
23,103027,1.03027100120181e+35,5,7372988
23,103027,1.03027100120181e+35,6,3411
23,103027,1.03027100120181e+35,7,7376399
23,103027,1.03027100120181e+35,8,2181950
23,103027,1.03027100120181e+35,9,2319909
23,103027,1.03027100120181e+35,10,743063
23,103027,1.03027100120181e+35,11,1186841
23,103027,1.03027100120181e+35,12,6431763
23,103027,1.03027100120181e+35,13,944636
23,103027,1.03027100120181e+35,14,128702
23,103027,1.03027100120181e+35,15,0
23,103027,1.03027100120181e+35,16,128702
23,103027,1.03027100120181e+35,17,1073338
23,103027,1.03027100120181e+35,18,
23,103027,1.03027100120181e+35,19,
23,103027,1.03027100120181e+35,21,
23,103027,1.03027100120181e+35,24,0
23,100001,1.00001070120181e+35,2,1867859711
23,100001,1.00001070120181e+35,3,3608547084
23,100001,1.00001070120181e+35,4,2997434306
23,100001,1.00001070120181e+35,5,611112778
23,100001,1.00001070120181e+35,6,107246020
23,100001,1.00001070120181e+35,7,718358798
23,100001,1.00001070120181e+35,8,176192765
23,100001,1.00001070120181e+35,9,204461108
23,100001,1.00001070120181e+35,10,85834437
23,100001,1.00001070120181e+35,11,256234351
23,100001,1.00001070120181e+35,12,722722661
23,100001,1.00001070120181e+35,13,-4363863
23,100001,1.00001070120181e+35,14,4757717
23,100001,1.00001070120181e+35,15,3147604
23,100001,1.00001070120181e+35,16,1610113
23,100001,1.00001070120181e+35,17,-2753750
23,100001,1.00001070120181e+35,18,
23,100001,1.00001070120181e+35,19,
23,100001,1.00001070120181e+35,21,
23,100001,1.00001070120181e+35,24,0
23,100001,1.00001070120181e+35,25,-2753750
23,100002,1.00002100120181e+35,1,1362058195
23,100002,1.00002100120181e+35,2,836841670
23,100002,1.00002100120181e+35,3,2198899865
23,100002,1.00002100120181e+35,4,1852967065
23,100002,1.00002100120181e+35,5,345932800
23,100002,1.00002100120181e+35,6,8124460
23,100002,1.00002100120181e+35,7,354057260
23,100002,1.00002100120181e+35,8,91232118
23,100002,1.00002100120181e+35,9,90197262
23,100002,1.00002100120181e+35,10,34401337
23,100002,1.00002100120181e+35,11,106957603
23,100002,1.00002100120181e+35,12,322788320
23,100002,1.00002100120181e+35,13,31268940
23,100002,1.00002100120181e+35,14,5015551
23,100002,1.00002100120181e+35,15,2496982
23,100002,1.00002100120181e+35,16,2518569
23,100002,1.00002100120181e+35,17,33787509
23,100002,1.00002100120181e+35,18,
23,100002,1.00002100120181e+35,19,
23,100002,1.00002100120181e+35,21,
23,100002,1.00002100120181e+35,24,0
23,100002,1.00002100120181e+35,25,33787509
23,100004,1.00004100120181e+35,1,9610069
23,100004,1.00004100120181e+35,2,15720114
23,100004,1.00004100120181e+35,3,25330183
23,100004,1.00004100120181e+35,4,16225698
23,100004,1.00004100120181e+35,5,9104485
23,100004,1.00004100120181e+35,6,310549
23,100004,1.00004100120181e+35,7,9415034
23,100004,1.00004100120181e+35,8,3162557
23,100004,1.00004100120181e+35,9,1688461
23,100004,1.00004100120181e+35,10,1388280
23,100004,1.00004100120181e+35,11,4641481
23,100004,1.00004100120181e+35,12,10880779
23,100004,1.00004100120181e+35,13,-1465745
23,100004,1.00004100120181e+35,14,846942
23,100004,1.00004100120181e+35,15,0
23,100004,1.00004100120181e+35,16,846942
23,100004,1.00004100120181e+35,17,-618803
23,100004,1.00004100120181e+35,18,
23,100004,1.00004100120181e+35,19,
23,100004,1.00004100120181e+35,21,
23,100004,1.00004100120181e+35,24,0
23,100004,1.00004100120181e+35,25,-618803
23,100006,1.00006100120181e+35,1,8061631168
23,100006,1.00006100120181e+35,2,5595469351
23,100006,1.00006100120181e+35,3,13657100519
23,100006,1.00006100120181e+35,4,11248368642
23,100006,1.00006100120181e+35,5,2408731877
23,100006,1.00006100120181e+35,6,176589805
23,100006,1.00006100120181e+35,7,2585321682
23,100006,1.00006100120181e+35,8,474023967
23,100006,1.00006100120181e+35,9,601086291
23,100006,1.00006100120181e+35,10,349789072
23,100006,1.00006100120181e+35,11,735560850
23,100006,1.00006100120181e+35,12,2160460180
23,100006,1.00006100120181e+35,13,424861502
23,100006,1.00006100120181e+35,14,94246976
23,100006,1.00006100120181e+35,15,8489746
23,100006,1.00006100120181e+35,16,85757230
23,100006,1.00006100120181e+35,17,510618732
23,100006,1.00006100120181e+35,18,
23,100006,1.00006100120181e+35,19,
23,100006,1.00006100120181e+35,21,
23,100006,1.00006100120181e+35,24,0
23,100006,1.00006100120181e+35,25,510618732
23,100007,1.00007010120191e+35,1,11635572843
23,100007,1.00007010120191e+35,2,8124668459
23,100007,1.00007010120191e+35,3,19760241302
23,100007,1.00007010120191e+35,4,16062379805
23,100007,1.00007010120191e+35,5,3697861497
23,100007,1.00007010120191e+35,6,165343205
23,100007,1.00007010120191e+35,7,3863204702
23,100007,1.00007010120191e+35,8,773611585
23,100007,1.00007010120191e+35,9,796956802
23,100007,1.00007010120191e+35,10,476123068
23,100007,1.00007010120191e+35,11,1199761291
23,100007,1.00007010120191e+35,12,3246452746
23,100007,1.00007010120191e+35,13,616751956
23,100007,1.00007010120191e+35,14,500094926
23,100007,1.00007010120191e+35,15,201065627
23,100007,1.00007010120191e+35,16,299029299
23,100007,1.00007010120191e+35,17,915781255
23,100007,1.00007010120191e+35,18,
23,100007,1.00007010120191e+35,19,
23,100007,1.00007010120191e+35,21,
23,100007,1.00007010120191e+35,24,0
23,100007,1.00007010120191e+35,25,915781255
23,100008,1.00008100120181e+35,1,2729719858
23,100008,1.00008100120181e+35,2,2783267966
23,100008,1.00008100120181e+35,3,5512987824
23,100008,1.00008100120181e+35,4,4102075389
23,100008,1.00008100120181e+35,5,1410912435
23,100008,1.00008100120181e+35,6,12126770
23,100008,1.00008100120181e+35,7,1423039205
23,100008,1.00008100120181e+35,8,276170031
23,100008,1.00008100120181e+35,9,358531611
23,100008,1.00008100120181e+35,10,76870494
23,100008,1.00008100120181e+35,11,449558247
23,100008,1.00008100120181e+35,12,1161130383
23,100008,1.00008100120181e+35,13,261908822
23,100008,1.00008100120181e+35,14,25139466
23,100008,1.00008100120181e+35,15,4960092
23,100008,1.00008100120181e+35,16,20179374
23,100008,1.00008100120181e+35,17,282088196
23,100008,1.00008100120181e+35,18,-98195
23,100008,1.00008100120181e+35,19,
23,100008,1.00008100120181e+35,21,
23,100008,1.00008100120181e+35,24,0
23,100008,1.00008100120181e+35,25,281990001
23,100010,1.00010010120191e+35,1,1746280560
23,100010,1.00010010120191e+35,2,663821741
23,100010,1.00010010120191e+35,3,2410102301
23,100010,1.00010010120191e+35,4,2051890501
23,100010,1.00010010120191e+35,5,358211800
23,100010,1.00010010120191e+35,6,5828634
23,100010,1.00010010120191e+35,7,364040434
23,100010,1.00010010120191e+35,8,92472563
23,100010,1.00010010120191e+35,9,82302334
23,100010,1.00010010120191e+35,10,25759944
23,100010,1.00010010120191e+35,11,124083670
23,100010,1.00010010120191e+35,12,324618511
23,100010,1.00010010120191e+35,13,39421923
23,100010,1.00010010120191e+35,14,7948018
23,100010,1.00010010120191e+35,15,3589418
23,100010,1.00010010120191e+35,16,4358600
23,100010,1.00010010120191e+35,17,43780523
23,100010,1.00010010120191e+35,18,-10864000
23,100010,1.00010010120191e+35,19,
23,100010,1.00010010120191e+35,21,
23,100010,1.00010010120191e+35,24,0
23,100010,1.00010010120191e+35,25,32916523
23,100012,1.00012100120181e+35,1,2509177336
23,100012,1.00012100120181e+35,2,2384621572
23,100012,1.00012100120181e+35,3,4893798908
23,100012,1.00012100120181e+35,4,3889768003
23,100012,1.00012100120181e+35,5,1004030905
23,100012,1.00012100120181e+35,6,33957810
23,100012,1.00012100120181e+35,7,1037988715
23,100012,1.00012100120181e+35,8,282732660
23,100012,1.00012100120181e+35,9,314063515
23,100012,1.00012100120181e+35,10,137310409
23,100012,1.00012100120181e+35,11,201762634
23,100012,1.00012100120181e+35,12,935869218
23,100012,1.00012100120181e+35,13,102119497
23,100012,1.00012100120181e+35,14,8096058
23,100012,1.00012100120181e+35,15,0
23,100012,1.00012100120181e+35,16,8096058
23,100012,1.00012100120181e+35,17,110215555
23,100012,1.00012100120181e+35,18,
23,100012,1.00012100120181e+35,19,
23,100012,1.00012100120181e+35,21,
23,100012,1.00012100120181e+35,24,0
23,100012,1.00012100120181e+35,25,110215555
23,100014,1.00014010120191e+35,1,204853359
23,100014,1.00014010120191e+35,2,227611107
23,100014,1.00014010120191e+35,3,432464466
23,100014,1.00014010120191e+35,4,330070225
23,100014,1.00014010120191e+35,5,102394241
23,100014,1.00014010120191e+35,6,817058
23,100014,1.00014010120191e+35,7,103211299
23,100014,1.00014010120191e+35,8,24779351
23,100014,1.00014010120191e+35,9,36646609
23,100014,1.00014010120191e+35,10,13093486
23,100014,1.00014010120191e+35,11,34436996
23,100014,1.00014010120191e+35,12,108956442
23,100014,1.00014010120191e+35,13,-5745143
23,100014,1.00014010120191e+35,14,18789323
23,100014,1.00014010120191e+35,15,12671210
23,100014,1.00014010120191e+35,16,6118113
23,100014,1.00014010120191e+35,17,372970
23,100014,1.00014010120191e+35,18,
23,100014,1.00014010120191e+35,19,
23,100014,1.00014010120191e+35,21,
23,100014,1.00014010120191e+35,24,0
23,100014,1.00014010120191e+35,25,372970
23,100016,1.00016010120191e+35,1,135063032
23,100016,1.00016010120191e+35,2,5352
23,100016,1.00016010120191e+35,3,135068384
23,100016,1.00016010120191e+35,4,105060491
23,100016,1.00016010120191e+35,5,30007893
23,100016,1.00016010120191e+35,6,62168
23,100016,1.00016010120191e+35,7,30070061
23,100016,1.00016010120191e+35,8,6694829
23,100016,1.00016010120191e+35,9,7034089
23,100016,1.00016010120191e+35,10,4077826
23,100016,1.00016010120191e+35,11,11348930
23,100016,1.00016010120191e+35,12,29155674
23,100016,1.00016010120191e+35,13,914387
23,100016,1.00016010120191e+35,14,3191
23,100016,1.00016010120191e+35,15,0
23,100016,1.00016010120191e+35,16,3191
23,100016,1.00016010120191e+35,17,917578
23,100016,1.00016010120191e+35,18,
23,100016,1.00016010120191e+35,19,
23,100016,1.00016010120191e+35,21,
23,100016,1.00016010120191e+35,24,0
23,100016,1.00016010120191e+35,25,917578
23,100017,1.00017100120181e+35,1,1069296111
23,100017,1.00017100120181e+35,2,968034015
23,100017,1.00017100120181e+35,3,2037330126
23,100017,1.00017100120181e+35,4,1565915566
23,100017,1.00017100120181e+35,5,471414560
23,100017,1.00017100120181e+35,6,19903417
23,100017,1.00017100120181e+35,7,491317977
23,100017,1.00017100120181e+35,8,124580866
23,100017,1.00017100120181e+35,9,151804945
23,100017,1.00017100120181e+35,10,84197601
23,100017,1.00017100120181e+35,11,146366591
23,100017,1.00017100120181e+35,12,506950003
23,100017,1.00017100120181e+35,13,-15632026
23,100017,1.00017100120181e+35,14,42638637
23,100017,1.00017100120181e+35,15,6569611
23,100017,1.00017100120181e+35,16,36069026
23,100017,1.00017100120181e+35,17,20437000
23,100017,1.00017100120181e+35,18,
23,100017,1.00017100120181e+35,19,
23,100017,1.00017100120181e+35,21,
23,100017,1.00017100120181e+35,24,0
23,100017,1.00017100120181e+35,25,20437000
23,100018,1.00018100120181e+35,1,1324562704
23,100018,1.00018100120181e+35,2,1112815481
23,100018,1.00018100120181e+35,3,2437378185
23,100018,1.00018100120181e+35,4,1920385903
23,100018,1.00018100120181e+35,5,516992282
23,100018,1.00018100120181e+35,6,13410141
23,100018,1.00018100120181e+35,7,530402423
23,100018,1.00018100120181e+35,8,155371360
23,100018,1.00018100120181e+35,9,149606881
23,100018,1.00018100120181e+35,10,48824245
23,100018,1.00018100120181e+35,11,155835787
23,100018,1.00018100120181e+35,12,509638273
23,100018,1.00018100120181e+35,13,20764150
23,100018,1.00018100120181e+35,14,26744175
23,100018,1.00018100120181e+35,15,0
23,100018,1.00018100120181e+35,16,26744175
23,100018,1.00018100120181e+35,17,47508325
23,100018,1.00018100120181e+35,18,
23,100018,1.00018100120181e+35,19,
23,100018,1.00018100120181e+35,21,
23,100018,1.00018100120181e+35,24,0
23,100018,1.00018100120181e+35,25,47508325
23,100019,1.00019100120181e+35,1,1906353260
23,100019,1.00019100120181e+35,2,866350997
23,100019,1.00019100120181e+35,3,2772704257
23,100019,1.00019100120181e+35,4,2239950768
23,100019,1.00019100120181e+35,5,532753489
23,100019,1.00019100120181e+35,6,12874848
23,100019,1.00019100120181e+35,7,545628337
23,100019,1.00019100120181e+35,8,109821153
23,100019,1.00019100120181e+35,9,158448142
23,100019,1.00019100120181e+35,10,63609848
23,100019,1.00019100120181e+35,11,164137350
23,100019,1.00019100120181e+35,12,496016493
23,100019,1.00019100120181e+35,13,49611844
23,100019,1.00019100120181e+35,14,33786325
23,100019,1.00019100120181e+35,15,23324019
23,100019,1.00019100120181e+35,16,10462306
23,100019,1.00019100120181e+35,17,60074150
23,100019,1.00019100120181e+35,18,
23,100019,1.00019100120181e+35,19,
23,100019,1.00019100120181e+35,21,
23,100019,1.00019100120181e+35,24,0
23,100019,1.00019100120181e+35,25,60074150
23,100020,1.00020100120181e+35,1,380113397
23,100020,1.00020100120181e+35,2,379678661
23,100020,1.00020100120181e+35,3,759792058
23,100020,1.00020100120181e+35,4,554618615
23,100020,1.00020100120181e+35,5,205173443
23,100020,1.00020100120181e+35,6,1261002
23,100020,1.00020100120181e+35,7,206434445
23,100020,1.00020100120181e+35,8,43728713
23,100020,1.00020100120181e+35,9,44699332
23,100020,1.00020100120181e+35,10,17499523
23,100020,1.00020100120181e+35,11,79795832
23,100020,1.00020100120181e+35,12,185723400
23,100020,1.00020100120181e+35,13,20711045
23,100020,1.00020100120181e+35,14,2498257
23,100020,1.00020100120181e+35,15,2092131
23,100020,1.00020100120181e+35,16,406126
23,100020,1.00020100120181e+35,17,21117171
23,100020,1.00020100120181e+35,18,-24442
23,100020,1.00020100120181e+35,19,
23,100020,1.00020100120181e+35,21,
23,100020,1.00020100120181e+35,24,0
23,100020,1.00020100120181e+35,25,21092729
23,100022,1.00022100120181e+35,1,4065299257
23,100022,1.00022100120181e+35,2,1652125715
23,100022,1.00022100120181e+35,3,5717424972
23,100022,1.00022100120181e+35,4,4442825457
23,100022,1.00022100120181e+35,5,1274599515
23,100022,1.00022100120181e+35,6,193135428
23,100022,1.00022100120181e+35,7,1467734943
23,100022,1.00022100120181e+35,8,573278147
23,100022,1.00022100120181e+35,9,615785955
23,100022,1.00022100120181e+35,10,304190999
23,100022,1.00022100120181e+35,11,407490582
23,100022,1.00022100120181e+35,12,1900745683
23,100022,1.00022100120181e+35,13,-433010740
23,100022,1.00022100120181e+35,14,750601792
23,100022,1.00022100120181e+35,15,14519731
23,100022,1.00022100120181e+35,16,736082061
23,100022,1.00022100120181e+35,17,303071321
23,100022,1.00022100120181e+35,18,
23,100022,1.00022100120181e+35,19,
23,100022,1.00022100120181e+35,21,
23,100022,1.00022100120181e+35,24,0
23,100022,1.00022100120181e+35,25,303071321
23,100023,1.00023010120191e+35,1,1202462216
23,100023,1.00023010120191e+35,2,858234455
23,100023,1.00023010120191e+35,3,2060696671
23,100023,1.00023010120191e+35,4,1896635218
23,100023,1.00023010120191e+35,5,164061453
23,100023,1.00023010120191e+35,6,6071067
23,100023,1.00023010120191e+35,7,170132520
23,100023,1.00023010120191e+35,8,35176576
23,100023,1.00023010120191e+35,9,50523629
23,100023,1.00023010120191e+35,10,12844900
23,100023,1.00023010120191e+35,11,70436157
23,100023,1.00023010120191e+35,12,168981262
23,100023,1.00023010120191e+35,13,1151258
23,100023,1.00023010120191e+35,14,124300
23,100023,1.00023010120191e+35,15,287536
23,100023,1.00023010120191e+35,16,-163236
23,100023,1.00023010120191e+35,17,988022
23,100023,1.00023010120191e+35,18,-1410987
23,100023,1.00023010120191e+35,19,
23,100023,1.00023010120191e+35,21,
23,100023,1.00023010120191e+35,24,0
23,100023,1.00023010120191e+35,25,-422965
23,100024,1.00024100120181e+35,1,365685
23,100024,1.00024100120181e+35,2,44687101
23,100024,1.00024100120181e+35,3,45052786
23,100024,1.00024100120181e+35,4,30627034
23,100024,1.00024100120181e+35,5,14425752
23,100024,1.00024100120181e+35,6,338036
23,100024,1.00024100120181e+35,7,14763788
23,100024,1.00024100120181e+35,8,4199735
23,100024,1.00024100120181e+35,9,4927010
23,100024,1.00024100120181e+35,10,1830399
23,100024,1.00024100120181e+35,11,9170094
23,100024,1.00024100120181e+35,12,20127238
23,100024,1.00024100120181e+35,13,-5363450
23,100024,1.00024100120181e+35,14,496482
23,100024,1.00024100120181e+35,15,-30091
23,100024,1.00024100120181e+35,16,526573
23,100024,1.00024100120181e+35,17,-4836877
23,100024,1.00024100120181e+35,18,
23,100024,1.00024100120181e+35,19,
23,100024,1.00024100120181e+35,21,
23,100024,1.00024100120181e+35,24,0
23,100024,1.00024100120181e+35,25,-4836877
23,100025,1.00025070120181e+35,1,1118368910
23,100025,1.00025070120181e+35,2,1028460465
23,100025,1.00025070120181e+35,3,2146829375
23,100025,1.00025070120181e+35,4,1643426045
23,100025,1.00025070120181e+35,5,503403330
23,100025,1.00025070120181e+35,6,21129146
23,100025,1.00025070120181e+35,7,524532476
23,100025,1.00025070120181e+35,8,106847634
23,100025,1.00025070120181e+35,9,138846888
23,100025,1.00025070120181e+35,10,25278193
23,100025,1.00025070120181e+35,11,205746970
23,100025,1.00025070120181e+35,12,476719685
23,100025,1.00025070120181e+35,13,47812791
23,100025,1.00025070120181e+35,14,2520469
23,100025,1.00025070120181e+35,15,635871
23,100025,1.00025070120181e+35,16,1884598
23,100025,1.00025070120181e+35,17,49697389
23,100025,1.00025070120181e+35,18,
23,100025,1.00025070120181e+35,19,
23,100025,1.00025070120181e+35,21,
23,100025,1.00025070120181e+35,24,0
23,100025,1.00025070120181e+35,25,49697389
23,100026,1.00026031420191e+35,1,133838000
23,100026,1.00026031420191e+35,2,170176000
23,100026,1.00026031420191e+35,3,304014000
23,100026,1.00026031420191e+35,4,260229000
23,100026,1.00026031420191e+35,5,43785000
23,100026,1.00026031420191e+35,6,1238000
23,100026,1.00026031420191e+35,7,45023000
23,100026,1.00026031420191e+35,8,10617000
23,100026,1.00026031420191e+35,9,15890000
23,100026,1.00026031420191e+35,10,3210000
23,100026,1.00026031420191e+35,11,20357000
23,100026,1.00026031420191e+35,12,50074000
23,100026,1.00026031420191e+35,13,-5051000
23,100026,1.00026031420191e+35,14,152000
23,100026,1.00026031420191e+35,15,2001000
23,100026,1.00026031420191e+35,16,-1849000
23,100026,1.00026031420191e+35,17,-6900000
23,100026,1.00026031420191e+35,18,
23,100026,1.00026031420191e+35,19,0
23,100026,1.00026031420191e+35,21,0
23,100026,1.00026031420191e+35,24,0
23,100026,1.00026031420191e+35,25,-6900000
23,100028,1.00028100120181e+35,1,225550632
23,100028,1.00028100120181e+35,2,425206034
23,100028,1.00028100120181e+35,3,650756666
23,100028,1.00028100120181e+35,4,510673581
23,100028,1.00028100120181e+35,5,140083085
23,100028,1.00028100120181e+35,6,6578738
23,100028,1.00028100120181e+35,7,146661823
23,100028,1.00028100120181e+35,8,44555244
23,100028,1.00028100120181e+35,9,39036288
23,100028,1.00028100120181e+35,10,17096971
23,100028,1.00028100120181e+35,11,57527349
23,100028,1.00028100120181e+35,12,158215852
23,100028,1.00028100120181e+35,13,-11554029
23,100028,1.00028100120181e+35,14,3199477
23,100028,1.00028100120181e+35,15,
23,100028,1.00028100120181e+35,16,3199477
23,100028,1.00028100120181e+35,17,-8354552
23,100028,1.00028100120181e+35,18,
23,100028,1.00028100120181e+35,19,
23,100028,1.00028100120181e+35,21,
23,100028,1.00028100120181e+35,24,0
23,100028,1.00028100120181e+35,25,-8354552
23,100029,1.00029010120191e+35,1,2204342171
23,100029,1.00029010120191e+35,2,1198168326
23,100029,1.00029010120191e+35,3,3402510497
23,100029,1.00029010120191e+35,4,3086797848
23,100029,1.00029010120191e+35,5,315712649
23,100029,1.00029010120191e+35,6,1007721
23,100029,1.00029010120191e+35,7,316720370
23,100029,1.00029010120191e+35,8,92613995
23,100029,1.00029010120191e+35,9,81224775
